i,t,treat,x1,x2,y
83,1,0,81.5937099324338,123.423769661427,287.8597923101
84,1,0,84.2818605308879,127.404980815893,297.296229211109
85,1,0,86.1781683625467,127.807025624171,298.827506702956
86,1,0,84.6930345049126,130.794930220552,303.097352589792
87,1,0,86.0408698459887,130.810424895555,303.693607457783
88,1,0,87.4912283331507,134.049696525836,311.150312723315
89,1,0,88.0245867783349,135.031792848416,311.898692342989
90,1,0,89.7296240774053,136.723914880107,318.06292682184
91,1,0,91.8603554677499,137.807806441303,320.510474625292
92,1,0,92.055369589075,138.91256799958,324.577325452984
93,1,0,94.0686588164702,138.713603976492,325.624575509201
94,1,0,92.7294761122389,141.242323422849,329.581187399416
95,1,0,95.9298836475673,141.277247574272,332.049443938078
96,1,0,94.5834954021281,143.779140815649,335.972024082106
97,1,0,98.2757385454373,144.520086609651,339.638137871327
98,1,0,95.8141219081233,144.962415263983,340.385925036434
99,1,0,96.6318434354303,147.557951890588,343.032108042257
100,1,0,100.186639643557,149.13067677309,350.926704280975
101,1,0,99.4456990449328,150.670001895712,350.958013656883
102,1,0,102.057017722902,152.129244377823,357.795649965053
103,1,0,100.729110571953,152.794606166507,356.366029454699
104,1,0,103.427235458202,156.176196731988,365.212820054518
105,1,0,105.758723877394,159.610247723507,370.21128431714
106,1,0,105.786236138224,159.289505607176,372.685129609729
107,1,0,108.176346144589,159.841504319379,374.860163180207
108,1,0,109.387463442538,161.843430941498,380.840282248365
109,1,0,109.774676195585,163.017321154852,381.634310066676
110,1,0,109.742222673853,165.656258688843,387.007869227024
111,1,0,112.074404682281,166.475255330605,389.391972729125
112,1,0,112.653327817314,168.635439015895,394.898154697537
113,1,0,112.530196799091,166.914682213793,392.287191729123
114,1,0,115.092279680642,173.828395961569,404.530063506539
115,1,0,114.206924653511,173.741611231175,402.790848600924
116,1,0,117.353712051687,170.98542424121,405.948524157225
117,1,0,118.137317395278,177.507892331573,412.48752244309
118,1,0,119.715018900028,178.232501075563,417.556907839919
119,1,0,118.453758449693,176.667962781958,413.96403394789
120,1,0,119.796709082903,180.02243576409,421.428532711321
121,1,0,120.602389312011,180.892479068263,422.337181096512
122,1,0,122.496565596745,183.335632131427,429.4415855925
123,1,0,123.41529679729,185.859748532336,432.117358045865
124,1,0,124.229803634506,185.611727767637,435.450919266472
125,1,0,123.204356494962,186.258548761125,434.305217972326
126,1,0,125.495843534569,190.545891778878,443.651123177775
127,1,0,127.437056522233,190.766097139321,445.045466377792
128,1,0,128.993356528996,191.305372223974,449.908116617298
129,1,0,127.949526013014,192.694717418632,449.486556147885
130,1,0,130.056405591294,196.385119121304,458.050912576926
131,1,0,130.365875283411,197.863482215137,459.071670214787
132,1,0,132.412131922094,198.811937458087,464.833457244509
133,1,0,132.151548095563,197.342105473101,462.335966284903
134,1,0,135.190068789899,202.245248283821,473.044704938048
135,1,0,134.357562326206,204.516107430332,473.715982472777
136,1,0,136.162331907497,205.422411690764,479.194131462588
137,1,0,136.448680477175,205.473722744663,478.764715938076
138,1,0,138.048342826534,206.667468613951,484.325199304813
139,1,0,137.649018320962,206.904262985245,483.395594022446
140,1,0,139.88853066829,209.76227339035,491.260191922969
141,1,0,141.697397062124,213.044866797797,495.58457657616
142,1,0,141.814940105792,212.042716414397,497.467044384517
143,1,0,142.926068876097,213.317162072554,499.085543664891
144,1,0,144.833453797274,216.517359954778,506.96020161638
145,1,0,144.323401098171,215.862663774104,505.028377588514
146,1,0,147.404263280178,218.449758432006,513.463409576512
147,1,0,146.357807247158,219.708406230861,512.908526194258
148,1,0,149.323858767755,222.176588456241,521.109835088325
149,1,0,149.06715564224,226.227711971078,524.137180329556
150,1,0,149.972017873702,224.781000309601,526.362406047631
151,1,0,151.663307676048,226.788589757177,529.294210149464
152,1,0,154.47070533438,230.385570169461,538.465663368169
153,1,0,152.093232199403,229.60594620806,534.541491123702
154,1,0,153.824495314062,229.563079874113,538.996963052504
155,1,0,154.058622270718,233.8579025316,542.758837518558
156,1,0,155.530764489836,233.907063837723,547.047216191887
157,1,0,156.194363224833,235.140474403226,548.177150344298
158,1,0,158.717234389142,238.713630333919,557.040252587389
159,1,0,158.532926470102,236.398504822825,553.773744009166
160,1,0,160.452568814701,242.656925675747,564.718882354776
161,1,0,160.912773360918,243.209133127789,564.964219204946
162,1,0,161.837944123104,242.69659123218,568.143923219611
163,1,0,164.043977954823,244.623613155589,571.509903826651
164,1,0,165.102189327404,244.507348272754,575.218925464486
165,1,0,164.592091620968,244.913634956857,574.348039294065
166,1,0,167.533677517146,251.676316947,586.819382328474
167,1,0,167.412429085185,250.77507349667,585.029815298094
168,1,0,167.351734959119,249.447646169708,586.408768993155
169,1,0,167.654790054991,254.360546915352,590.857649686582
170,1,0,169.760994538487,256.772478766718,598.142861169533
171,1,0,170.428673243149,254.790356158529,596.061342117917
172,1,0,171.840679861473,257.960370734476,603.410438460276
173,1,0,171.078892321953,259.386849302309,603.308054340501
174,1,0,175.696091703447,260.935462020455,612.24094158823
175,1,0,176.306538923895,261.93343471344,613.082286353575
176,1,0,175.749856221451,264.284018555418,617.643262641196
177,1,0,174.036114393312,264.19536289548,615.073790005031
178,1,0,177.696748690927,267.131098128099,624.437234683354
179,1,0,177.059967836679,267.558866099736,623.461146652653
180,1,0,179.398811818144,270.742521744471,631.750721426944
181,1,0,181.376781735936,272.358285110817,634.577379562992
182,1,0,181.468759727011,273.29262455442,638.370772145759
183,1,0,183.606856189874,273.833796096985,640.282965003099
184,1,0,186.03584131985,278.284507932325,649.929737116502
185,1,0,182.940764567458,274.495713208509,642.278790492206
186,1,0,186.28918358565,277.486270078361,651.384841528339
187,1,0,188.756998154379,281.235962842864,656.835273713483
188,1,0,187.584270287571,282.582420621385,659.776078773284
189,1,0,189.83171316758,284.7584391898,663.432465073619
190,1,0,191.12754312065,285.894376545846,668.631307530824
191,1,0,190.585266609209,285.477045186865,666.904624512312
192,1,0,192.477093533248,288.231823124139,674.318304521714
193,1,0,193.021276781631,288.937251897268,674.800841395138
194,1,0,193.708039129535,291.040753050621,680.358180044485
195,1,0,195.053951712454,295.670575405455,685.566839834147
196,1,0,196.922742534536,295.896621575439,690.428751974303
197,1,0,196.931530347034,296.85483149828,690.628674561553
198,1,0,199.943729883433,297.855988732102,697.409106479862
199,1,0,197.095303919942,295.446926980086,691.384543616267
200,1,0,199.949240027009,301.432216104619,702.990843995956
201,1,0,199.889665705207,299.740429907997,700.472408329442
202,1,0,203.905408678844,305.069609306528,712.5844058497
203,1,0,204.730350167288,303.887518381189,711.460181264716
204,1,0,204.25258417681,308.454798481729,718.316770522867
205,1,0,206.336596125651,306.713558343458,717.892467185348
206,1,0,205.683529365755,307.012282483405,720.305199713488
207,1,0,207.255882311703,313.195396220755,727.293591248696
208,1,0,207.697710028826,311.6708537181,728.977951611254
209,1,0,207.949879132858,311.749846169643,728.54203801874
210,1,0,209.249567849436,315.139645761093,735.998601474857
211,1,0,212.195296528883,317.103511651181,740.141120896304
212,1,0,210.931118229766,319.576709661032,744.117215755126
213,1,0,214.16628490524,320.518376659119,747.526974280598
214,1,0,212.450682497556,318.963441692936,747.023512054819
215,1,0,215.335056211496,325.372308510187,755.549677437921
216,1,0,214.852583548258,324.381919171253,756.843890583839
217,1,0,217.769737403914,325.216874194565,759.828924314718
218,1,0,217.823775307876,327.453160737744,764.886323909948
219,1,0,218.7979178803,327.935087646263,765.575318242802
220,1,0,220.092351495835,332.208565778914,773.910305139078
221,1,0,221.884430715118,331.742470168676,774.469213600033
222,1,0,224.024223215513,332.673102770117,780.306713849958
223,1,0,223.164332778576,338.145216144184,784.151861638999
224,1,0,223.531563554111,334.495213182925,783.636164601364
225,1,0,226.125733045033,335.580445462603,786.548491223874
226,1,0,224.791449166148,339.808050515125,792.208887545601
227,1,0,228.820618769761,340.816901572504,796.479833058505
228,1,0,228.529175915721,343.157347299938,801.295911079987
229,1,0,228.233924935993,344.961582044854,802.037819697086
230,1,0,230.233926941348,343.073208046864,804.916522852539
231,1,0,231.170929117514,348.453174315078,810.466416148832
232,1,0,232.689674547825,348.169904025359,814.468966437512
233,1,0,232.342826937555,350.76839276487,815.953532418663
234,1,0,232.664639236821,351.263884829752,819.537911930902
235,1,0,235.965188947169,352.566859085874,823.374360749282
236,1,0,234.89064449782,352.722165388971,825.222197751119
237,1,0,235.640926774255,354.060605610397,826.543845100892
238,1,0,237.913955498695,358.094521208432,835.617864571455
239,1,0,239.352356404756,357.585301720902,835.779970841897
240,1,0,240.296204953326,360.25632763495,842.161920452604
241,1,0,239.526560471794,362.108097051495,842.476970239528
242,1,0,242.808283649321,363.182623075523,849.600294589172
243,1,0,242.447068347738,363.274121211631,848.563502275608
244,1,0,243.887923404887,367.719881199789,857.217192469004
245,1,0,245.879063410785,367.724185034983,858.445561162007
246,1,0,243.733553986223,369.562071585627,860.905013436178
247,1,0,246.714561964662,367.778434575453,861.335309256353
248,1,0,246.800030367821,371.625845231559,868.035263463709
249,1,0,248.538256788203,374.854593567953,872.235163072395
250,1,0,249.789323804258,375.088878334349,876.487590002935
251,1,0,248.595653779623,376.268493732554,875.706460228417
252,1,0,251.922189206478,377.335847315668,882.867424386474
253,1,0,254.339121382236,377.534183018318,884.715617116793
254,1,0,254.441721242914,383.435243127308,893.48635223455
255,1,0,255.016038580571,383.649981396885,893.508332693695
256,1,0,257.021392331997,383.182943031949,897.813723228273
257,1,0,255.595610936933,387.270034105473,899.707957758645
258,1,0,257.732652109624,385.612368566413,902.954408540365
259,1,0,258.52740779262,388.535050699361,905.90477120822
260,1,0,261.281919961314,392.128654253543,915.019962079185
261,1,0,259.401732641176,389.753444192663,909.997489550078
262,1,0,261.991652952803,391.473707339466,917.074748156597
263,1,0,261.206217143789,394.401258007315,918.449787867343
264,1,0,264.081309488137,393.969918272442,923.660615624907
265,1,0,265.216857909548,398.504093355457,928.563263981244
266,1,0,265.543122673032,396.621919162064,929.774429699424
267,1,0,266.062909244164,398.78526421011,931.690486170512
268,1,0,268.463234390428,400.295366908651,938.367989163407
269,1,0,269.4165275488,402.734179670289,940.993019935329
270,1,0,268.524405947744,403.835737095824,943.969530907896
271,1,0,272.042328382379,408.036529233648,950.921170332266
272,1,0,274.043621881345,409.994574789709,957.647584535382
273,1,0,273.906368788165,408.877542033654,955.626223538058
274,1,0,274.281472564518,408.625324380681,958.516184809527
275,1,0,274.523723007691,415.073131521684,964.439167245614
276,1,0,275.709666836747,413.772087280172,967.091141981247
277,1,0,276.609576044806,417.27232459346,970.724213354504
278,1,0,280.914897960897,419.6693241795,980.193610004725
279,1,0,280.725365776682,417.535287150558,977.102965643479
280,1,0,277.40836599502,416.99818557767,976.015939437018
281,1,0,282.103232779213,424.418530817593,987.364076313044
282,1,0,282.599080139051,422.423455425003,988.631923428382
283,1,0,281.723597445485,424.685604673801,989.251514835525
284,1,0,284.664553788153,425.297801683103,995.571743335584
285,1,0,286.428314315613,428.443216105011,999.713843136863
286,1,0,286.162097989138,428.439455950688,1002.21094180415
287,1,0,286.65855481709,431.418711337935,1004.91957887126
288,1,0,287.200023734037,430.724598833173,1007.53401043154
289,1,0,290.745478887451,431.63685192062,1011.22464352431
290,1,0,289.401809003745,434.997439827367,1016.00863669544
291,1,0,291.399606944273,436.184183506292,1018.4261031668
292,1,0,293.527109847534,439.395934478294,1026.53243219016
293,1,0,292.232099555383,440.724363533368,1025.79877580499
294,1,0,294.385472072127,440.696329985057,1030.69118992151
295,1,0,297.521558769038,448.080958576543,1040.44483006182
296,1,0,294.776267827513,442.871793405424,1035.25744909727
297,1,0,296.238866048459,442.942184713903,1036.0233634786
298,1,0,296.477643130054,445.78860323068,1041.87563422506
299,1,0,298.540003682583,446.677688663888,1044.06000506271
300,1,0,298.803590370005,448.988623559655,1049.40160179399
301,1,0,299.15617127753,451.491528415549,1051.49001240932
302,1,0,300.761201973764,452.412641724221,1056.78323156231
303,1,0,303.956815947922,455.340265973153,1062.13939463731
304,1,0,303.522375475035,454.398398473397,1063.53016181276
305,1,0,303.097799855991,456.431504924092,1064.37161749632
306,1,0,306.821418971409,458.564661233909,1072.99546806965
307,1,0,308.734945934197,461.892894208835,1077.47015285927
308,1,0,308.843736941738,462.37190711129,1080.82503191736
309,1,0,307.547322479611,462.622622041122,1079.01225723697
310,1,0,309.898041684477,464.546753671121,1086.05418321993
311,1,0,311.802078180374,467.391181059801,1090.03557195641
312,1,0,312.105374372867,467.597615694909,1093.3123779321
313,1,0,314.128600500621,471.232339081141,1098.203252298
314,1,0,313.557142818995,470.649063400386,1099.81559408371
315,1,0,314.397526270098,472.483655784022,1101.72349477036
316,1,0,315.836410446543,471.2418373069,1104.68763561777
317,1,0,315.706734476116,472.132269061867,1104.68131625422
318,1,0,318.163438829565,477.107494849332,1114.88032154323
319,1,0,320.116991043082,480.759426289345,1119.71873004867
320,1,0,321.714539752318,481.704735384943,1125.02866300159
321,1,0,322.194684200704,483.175820802066,1126.21281771901
322,1,0,322.387987951648,483.646772863822,1129.6441486798
323,1,0,324.376875765052,485.047021829575,1132.26621031087
324,1,0,325.238873124364,484.953783812047,1135.80204480074
325,1,0,325.3153685662,487.132250439056,1137.28993172149
326,1,0,327.535757091097,490.284756258019,1145.42990121344
327,1,0,327.304289647539,492.880136194652,1147.02673855843
328,1,0,328.101479811781,492.255803617166,1149.96667129328
329,1,0,327.885143287469,493.520366696913,1150.24782270062
330,1,0,330.179263638795,495.620186495562,1157.40883799869
331,1,0,329.733529377386,498.917126162071,1159.4929682557
332,1,0,331.99150946155,500.204752843798,1165.80565016968
333,1,0,332.623305890684,500.517134403053,1165.98275300998
334,1,0,332.64110418808,499.931701494205,1168.18219354661
335,1,0,335.886371320914,504.235009706878,1174.96369374403
336,1,0,334.630753870707,503.385413729974,1175.62555546501
337,1,0,336.58590641924,504.671367417641,1178.09958655312
338,1,0,338.336753122155,507.700650379194,1185.64679136568
339,1,0,337.78723751749,506.918380863998,1183.54793109773
340,1,0,341.876384464779,510.266330566782,1193.75210289589
341,1,0,341.21862266196,512.731811585337,1194.79274696354
342,1,0,342.301420724435,513.845623741225,1199.75643232999
343,1,0,340.162479744577,514.332233434394,1197.33702589521
344,1,0,346.281245389112,516.678616555605,1208.56924980905
345,1,0,344.786478359905,519.62103305536,1209.2498241315
346,1,0,346.001338120992,518.638126986329,1212.24885297165
347,1,0,349.518104207522,523.991757615112,1220.35217453887
348,1,0,347.179677476554,522.789893812502,1219.57895915338
349,1,0,349.277903458989,523.57087185828,1221.69108803351
350,1,0,349.566407045581,522.553059471536,1223.72885438145
351,1,0,350.224288041294,526.162374004964,1227.2289747625
352,1,0,352.018054586963,529.216845899803,1234.84428835109
353,1,0,352.485175214152,530.827085302657,1236.15457323305
354,1,0,353.909260351833,529.654843241546,1239.17349145771
355,1,0,355.720126663187,533.970736295514,1244.53317567494
356,1,0,357.474020908332,535.408825155752,1250.49223392841
357,1,0,356.275620609274,536.164955320703,1249.28288864622
358,1,0,359.152103744348,539.62773247657,1258.38922408525
359,1,0,359.100018001771,538.968964815161,1256.91129553317
360,1,0,359.30375159589,537.333296318952,1258.24643577917
361,1,0,361.089015672943,541.119965442185,1263.05129383137
362,1,0,362.416901034606,546.249974119506,1272.27626301844
363,1,0,362.836344651169,545.737621313992,1271.4162786814
364,1,0,366.142681531044,547.184386234461,1278.93645562983
365,1,0,364.988177587823,547.005837801137,1276.8363281052
366,1,0,366.472775256618,549.159760561556,1283.2419236825
367,1,0,366.263562086387,549.617940659008,1282.72381546163
368,1,0,367.338759068669,550.654539351524,1287.60268628452
369,1,0,370.749582060719,555.686486402331,1295.27838117929
370,1,0,369.886990769283,556.014403626302,1297.51078225991
371,1,0,371.702521937454,556.462477526347,1299.00731218004
372,1,0,372.506975069016,557.89847095419,1304.01483388753
373,1,0,375.110927740758,560.902663052233,1308.85590350923
374,1,0,373.946043787703,560.965168780188,1310.52060043222
375,1,0,374.687218474198,563.174773971555,1312.70430516199
376,1,0,376.49661364498,564.736516531302,1318.84251804061
377,1,0,376.482515505342,567.811204992583,1321.13603321416
378,1,0,378.93372742242,565.604735559652,1324.1478508464
379,1,0,378.563630341799,567.31207311483,1324.71801617287
380,1,0,379.908694540224,570.402330812289,1331.92041321684
381,1,0,380.881479431574,572.751612385609,1334.47540453342
382,1,0,382.035441719428,572.793469347003,1338.43829893076
383,1,0,384.153969870795,574.52630252918,1341.52258511621
384,1,0,385.950637960679,577.213533110433,1348.77355893544
385,1,0,385.529779600154,581.852695657243,1352.22478797364
386,1,0,388.278966439476,579.432746114655,1355.32110041846
387,1,0,388.596656138598,582.948540390497,1358.38750924533
388,1,0,389.865366716806,579.191499642783,1358.66625422392
389,1,0,387.022142481637,581.471113046274,1357.33556824415
390,1,0,388.480439783772,582.212064747468,1362.30189239557
391,1,0,390.899164842462,585.460189719101,1367.2016672778
392,1,0,392.712228235944,587.412706797714,1373.73432289799
393,1,0,393.435765729427,594.052238614308,1380.33031705997
394,1,0,395.0492038858,590.317848665219,1380.97644041535
395,1,0,394.946001641495,593.947699596332,1383.73601395407
396,1,0,395.069428561898,596.475181077995,1389.15399750422
397,1,0,395.396174941218,594.723492512235,1386.96198016969
398,1,0,397.609118216327,596.636471045085,1393.85497712574
399,1,0,397.921868005218,599.299033368026,1396.06321408948
400,1,0,399.945337279447,599.831801501696,1401.38652664547
401,1,0,400.832855475957,599.657025935062,1401.33219412726
402,1,0,401.49164740108,601.866350472801,1406.96738573821
403,1,0,401.417858003023,604.859838375194,1409.12000909446
404,1,0,402.737194255985,606.471731271408,1414.81831339172
405,1,0,405.495499539878,604.509784522491,1414.84759677861
406,1,0,405.766988406633,609.909952441728,1423.28632871269
407,1,0,406.380531407738,609.319420237553,1422.54226436153
408,1,0,408.622732293744,613.716475594297,1431.94859575237
409,1,0,408.909727996475,610.45423308413,1428.20627379684
410,1,0,408.278383569521,614.318798710443,1434.20657014429
411,1,0,410.702660092709,616.513239811798,1438.05821262075
412,1,0,411.754404272333,618.316967138685,1443.68075927535
413,1,0,410.681858339451,618.711262769398,1442.23543382509
414,1,0,413.812193315425,621.743822276196,1451.16540345595
415,1,0,415.267377010886,622.944945985826,1453.05463571295
416,1,0,416.094020736352,625.987279623194,1459.69068822387
417,1,0,416.562500968023,625.048222258836,1458.4530359431
418,1,0,417.839535774618,624.645717383455,1462.0946410224
419,1,0,420.699608681161,629.525447826259,1469.06736922366
420,1,0,420.793798751541,626.872838615206,1469.27602523108
421,1,0,421.387916107958,631.591832600495,1473.82206142469
422,1,0,421.669592887151,633.754753142821,1479.0337338943
423,1,0,422.626884288642,633.949924139552,1479.41912114443
424,1,0,424.038520508384,635.742309722753,1485.39021809547
425,1,0,427.163347866648,638.589948779202,1490.59560936209
426,1,0,424.318060144184,634.828330795325,1486.75577880384
427,1,0,429.661527927899,644.262651057288,1500.76649170143
428,1,0,427.854511886396,642.367444208697,1499.83134395942
429,1,0,427.452051657698,642.167909976712,1498.46227435065
430,1,0,432.282974267506,645.932188155162,1509.824550287
431,1,0,432.775518514866,646.633632514319,1510.25146374542
432,1,0,430.191458895157,648.85210734662,1512.6529541061
433,1,0,433.467850908833,651.225200909387,1517.53536453446
434,1,0,434.46243623885,650.735434451442,1520.80725855462
435,1,0,435.55374802231,655.127514195498,1525.52357493405
436,1,0,435.009305630316,655.214485711816,1527.83317920646
437,1,0,437.277041161479,655.724561340357,1529.84391521807
438,1,0,437.965827873966,655.893202507466,1533.46841824576
439,1,0,438.921320072171,658.528259381445,1536.29189216985
440,1,0,442.30166988943,660.68353825217,1544.59459600593
441,1,0,439.686867406719,659.629848690795,1540.15902881375
442,1,0,443.102974122459,662.913894956806,1549.62625694359
443,1,0,443.849245696029,663.528174624968,1550.21973303724
444,1,0,443.983147715378,665.166581790308,1554.75911737001
445,1,0,443.62448742677,666.267122869639,1554.73392301265
446,1,0,446.691268850427,670.742339044616,1565.04299575937
447,1,0,447.066539769489,669.967439614632,1563.87629210036
448,1,0,447.711801702415,671.266999941383,1568.58818950813
449,1,0,449.720873169954,674.348694305413,1572.91188019161
450,1,0,449.365778733338,676.955792131461,1577.93095872913
451,1,0,451.922353530403,676.4192054508,1579.18387169744
452,1,0,451.046292769757,679.208536078411,1583.8642167125
453,1,0,452.021971597384,679.802383878553,1584.66666819218
454,1,0,452.684668526935,678.977448064815,1587.27150445608
455,1,0,454.248453449734,682.828127196,1591.91889336197
456,1,0,455.575185374416,684.658589337512,1597.84316257626
457,1,0,456.472554779246,683.728237689532,1597.04310518502
458,1,0,457.741379598353,685.973572312046,1603.32433977473
459,1,0,458.968583288398,686.03009134359,1603.84098734823
460,1,0,459.420270606868,690.064005593965,1611.09366406516
461,1,0,460.931384787694,695.00156799802,1616.77526550195
462,1,0,461.749857128184,694.447358980922,1619.80660397343
463,1,0,462.816991357068,695.213372047464,1620.87267612077
464,1,0,464.053264358966,696.289248107741,1625.95190033104
465,1,0,464.339522431138,695.052152809464,1624.23398795684
466,1,0,467.073272433045,700.352844554678,1635.03550485205
467,1,0,466.377839652897,700.37998766876,1633.6001400379
468,1,0,468.431038277933,701.373920587664,1639.41434672992
469,1,0,470.364366927229,701.263473166901,1640.47015281037
470,1,0,468.692517027051,704.031756264367,1644.33366115575
471,1,0,471.233819165338,706.485732311732,1648.56186419331
472,1,0,469.651159723386,705.782027714188,1649.0425753019
473,1,0,470.317223183744,705.404390437493,1648.56392633748
474,1,0,474.575005786376,709.179128554487,1659.36352220519
475,1,0,474.898530024194,711.413935154281,1661.15477789471
476,1,0,475.805879604715,713.437280178168,1666.85254764721
477,1,0,476.406329995955,713.816551609969,1667.06519432216
478,1,0,477.823966945341,715.814202254257,1673.24755706393
479,1,0,479.266130859087,718.249010843216,1676.35745441854
480,1,0,479.204649017695,719.748769299356,1680.56280618138
481,1,0,482.171077542996,721.815016893483,1684.82840715272
482,1,0,480.006517327806,722.450580258997,1686.06648545113
483,1,0,482.97255342028,723.6101616608,1689.42502779732
484,1,0,484.666524867434,727.631983025014,1697.90789575678
485,1,0,484.342509796067,728.051653010039,1697.23647552235
486,1,0,485.597281023,728.139184956785,1701.34585384411
487,1,0,486.261588197062,730.419857433892,1703.52375834719
488,1,0,488.751540666763,734.710483909811,1713.0714124409
489,1,0,489.036686586486,733.831663767007,1711.71066306973
490,1,0,489.551858512211,732.912917021096,1714.07416339764
491,1,0,491.58117907253,736.242907602778,1718.66639939155
492,1,0,490.653358459504,736.051814674016,1720.31456099785
493,1,0,493.236718475938,739.696357232622,1725.7753884248
494,1,0,495.469116790894,740.109583279353,1731.18808793458
495,1,0,495.266820321121,742.12057575044,1732.2297087878
496,1,0,495.668814664316,742.978642538067,1736.25684506671
497,1,0,497.936066602332,747.673653278906,1742.45203259748
498,1,0,498.270329941468,746.065799287963,1743.94551709376
499,1,0,500.14233030075,750.048589545149,1749.03323256214
500,1,0,500.828261540824,749.070476250225,1751.50812565538
501,1,0,499.314789703243,750.255124164262,1750.41222658374
502,1,0,503.283499274656,753.934914134685,1760.82780127367
